Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
OPK,OPKO HEALTH INC.,,Etats-Unis,NASDAQ,USD,-17.14,0.31,-7.22,-11.27,6.77,-8.79,3.20,0,0,0,0,3.56,8.93,846.71,1205.46,6,6,0,0,,1267959000.00,-37.19,-16.17,1.52
QCOM,QUALCOMM INCORPORATED,,Etats-Unis,NASDAQ,USD,23.34,0.70,23.39,34.09,9.76,22.46,2.61,6,6,5,6,5.73,30.92,61.14,79.32,6,6,6,6,0.38,21206000000.00,12.51,11.19,2.36
MDLZ,"MONDELEZ INTERNATIONAL, INC.",,Etats-Unis,NASDAQ,USD,9.33,0.84,4.76,14.67,4.67,7.10,2.28,0,4,0,0,0.98,3.80,48.87,48.08,6,6,0,4,5.44,25891000000.00,6.40,3.44,2.76
LECO,"LINCOLN ELECTRIC HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,37.22,0.88,21.82,39.71,5.99,22.96,1.23,6,6,5,6,4.19,6.14,10.68,28.94,6,6,6,6,1.33,1469794000.00,12.30,0.49,2.57
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",,Etats-Unis,NASDAQ,USD,-42.49,0.58,-55.50,-82.27,40.78,-86.24,43.47,0,0,0,0,30.74,34.79,0.00,0.00,2,6,0,0,,602689000.00,-30.08,,2.09
PZZA,"PAPA JOHN'S INTERNATIONAL, INC.",,Etats-Unis,NASDAQ,USD,-7.59,-2.16,9.15,-16.84,8.21,15.45,5.72,5,0,3,0,6.05,20.92,62.59,0.00,6,6,5,0,10.65,-432686000.00,1.56,-1.94,
AEIS,ADVANCED ENERGY INDUSTRIES INC.,,Etats-Unis,NASDAQ,USD,11.57,0.50,9.83,9.27,4.02,6.06,4.27,3,3,0,1,6.80,5.59,92.06,77.58,6,6,3,5,-0.62,1362800000.00,8.25,4.23,1.87
LNT,ALLIANT ENERGY CORPORATION,,Etats-Unis,NASDAQ,USD,11.30,1.65,3.39,10.69,0.65,3.53,0.52,0,0,0,0,0.21,0.61,28.47,11.81,6,6,0,6,11.28,7334000000.00,18.57,4.08,3.41
ORIC,ORIC PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-41.27,0.01,,-47.04,6.93,,,,0,,0,,10.14,,0.00,0,6,,0,,384362000.00,,,1.06
PYPL,PAYPAL HOLDINGS INC,,Etats-Unis,NASDAQ,USD,25.73,0.49,20.79,22.09,3.16,18.39,2.36,5,5,1,4,2.27,5.06,20.32,44.99,6,6,6,6,-0.07,20256000000.00,15.78,5.56,3.96
ORLY,O'REILLY AUTOMOTIVE INC.,,Etats-Unis,NASDAQ,USD,-237.85,-11.12,35.52,-186.31,45.19,37.49,2.07,6,2,6,2,4.48,137.40,10.42,106.57,6,6,6,2,2.40,-763352000.00,14.27,6.05,
PWP,PERELLA WEINBERG PARTNERS,,Etats-Unis,NASDAQ,USD,19.57,0.71,8.82,-19.55,34.03,-10.52,17.46,1,1,0,0,11.29,15.16,272.65,1916.74,6,6,1,1,-1.45,260740000.00,6.39,7.59,3.06
TFSL,TFS FINANCIAL CORP.,,Etats-Unis,NASDAQ,USD,4.84,2.59,,4.34,0.44,,,,0,,0,,0.37,,19.88,0,6,,0,,1893924000.00,28.29,2.67,9.22
LINC,LINCOLN EDUCATIONAL SERVICES CORPORATION,,Etats-Unis,NASDAQ,USD,10.58,1.02,6.38,11.00,5.49,3.67,2.50,1,3,0,2,3.66,5.62,88.53,87.84,6,6,1,4,6.05,199688000.00,3.86,17.08,2.47
TNYA,"TENAYA THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-83.84,0.09,,-81.45,15.57,,,,1,,1,,17.59,,302.65,0,6,,1,,123265000.00,,,1.19
OSIS,OSI SYSTEMS INC.,,Etats-Unis,NASDAQ,USD,17.34,1.20,11.36,16.65,0.63,11.60,0.28,0,5,0,0,0.87,3.19,4.62,25.48,6,6,5,6,2.72,832961000.00,8.66,7.73,3.00
PYXS,"PYXIS ONCOLOGY, INC.",,Etats-Unis,NASDAQ,USD,-91.43,0.35,-123.97,-68.56,20.59,-101.03,32.43,0,1,0,1,22.94,18.57,0.00,211.51,2,6,0,1,,53408000.00,-574.55,,1.71
TSHA,TAYSHA GENE THERAPIES INC.,,Etats-Unis,NASDAQ,USD,-68.45,0.28,-79.00,-161.48,117.88,-97.51,16.57,0,0,0,0,42.50,171.23,0.00,0.00,4,6,0,0,,246938000.00,-1115.27,-20.47,1.39
TRMB,TRIMBLE INC.,,Etats-Unis,NASDAQ,USD,7.32,0.24,6.94,14.66,12.74,5.89,1.11,0,2,0,1,1.30,3.06,44.87,75.08,6,6,0,4,1.86,5836200000.00,11.82,-2.82,1.60
IPGP,IPG PHOTONICS CORPORATION,,Etats-Unis,NASDAQ,USD,1.50,0.01,1.24,0.81,8.67,5.30,7.35,3,0,0,0,8.83,8.07,95.43,178.65,6,6,4,1,-35.65,2128130000.00,3.10,-11.70,1.14
DAKT,DAKTRONICS INC.,,Etats-Unis,NASDAQ,USD,15.85,0.05,16.75,9.21,11.41,13.95,9.29,2,2,1,0,4.29,5.53,83.36,125.14,6,6,2,2,-2.06,300747000.00,5.41,1.25,1.84
IPSC,"CENTURY THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-5.98,0.27,-12.31,-45.06,34.91,-46.80,32.52,0,1,0,1,21.14,19.64,0.00,245.26,4,6,0,1,,158936000.00,-8.78,598.88,1.41
SOPH,SOPHIA GENETICS SA,,Etats-Unis,NASDAQ,USD,-110.00,1.34,-88.79,-68.45,36.09,-72.77,14.49,0,0,0,0,20.06,39.55,0.00,0.00,6,6,0,0,,47145000.00,-102.24,11.31,3.46
SONO,SONOS INC.,,Etats-Unis,NASDAQ,USD,-15.60,0.17,-9.91,-8.52,6.86,-7.63,3.85,2,1,1,1,3.39,7.00,123.77,142.63,6,6,2,2,,355225000.00,-4.24,-6.62,2.32
SOLS,SOLLENSYS CORP.,,Etats-Unis,NASDAQ,USD,12.50,1.81,13.21,24.30,14.81,24.61,14.52,4,4,2,2,96.97,46637.33,99.95,346199.70,5,6,4,4,2.68,1377000000.00,7.33,3.20,4.12
IRDM,IRIDIUM COMMUNICATIONS INC.,,Etats-Unis,NASDAQ,USD,22.01,3.81,8.28,12.98,10.45,5.96,3.06,0,2,0,1,1.17,3.12,4.96,0.00,6,6,0,2,6.64,462600000.00,13.12,4.99,5.47
GCL,GCL GLOBAL HOLDINGS LTD.,,Etats-Unis,NASDAQ,USD,18.85,0.36,7.07,7.20,16.40,4.31,9.17,1,3,1,1,10.98,19.95,126.76,131.77,4,4,2,3,-1.52,36957262.00,3.55,35.44,2.75
IRTC,IRHYTHM TECHNOLOGIES INC.,,Etats-Unis,NASDAQ,USD,-36.57,4.79,-12.98,-55.57,19.36,-29.97,16.00,0,0,0,0,6.59,21.73,0.00,0.00,6,6,0,0,,152746000.00,-5.96,23.15,6.68
IRWD,IRONWOOD PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-8.53,-2.28,36.24,-227.61,386.64,28.07,7.43,6,3,6,3,8.18,397.40,56.80,497.66,6,6,6,3,3.22,-261835000.00,8.11,-18.21,
SOFI,"SOFI TECHNOLOGIES, INC.",,Etats-Unis,NASDAQ,USD,5.66,0.18,,2.83,7.27,,,,0,,0,,3.94,,31.48,0,6,,0,,10489495000.00,13.32,30.92,4.83
TDUP,THREDUP INC.,,Etats-Unis,NASDAQ,USD,-35.00,0.88,-21.44,-63.17,30.83,-31.25,10.49,0,2,0,2,19.97,31.53,0.00,112.51,6,6,0,2,,59193000.00,-6.50,-1.76,2.83
SNPS,"SYNOPSYS, INC.",,Etats-Unis,NASDAQ,USD,7.14,0.50,2.24,19.10,11.22,12.71,9.22,4,5,0,2,7.76,5.69,88.57,75.71,6,6,5,5,12.39,28327015000.00,18.90,15.17,1.70
IREN,IREN LIMITED,,Etats-Unis,NASDAQ,USD,-23.41,1.87,-6.74,-7.19,14.93,-4.22,4.43,0,1,0,1,6.62,113.15,8823.53,269.36,6,6,0,1,,4185613000.00,-99.38,93.53,3.77
SNEX,STONEX GROUP INC.,,Etats-Unis,NASDAQ,USD,14.97,7.79,7.19,17.11,2.26,8.11,0.82,0,6,0,2,2.54,3.17,21.92,37.01,6,6,0,6,8.91,2377400000.00,0.23,47.49,19.04
ASND,ASCENDIS PHARMA A/S,,Etats-Unis,NASDAQ,USD,158.04,-5.35,-27.94,-109.67,619.90,-61.21,30.79,0,2,0,2,16.14,446.35,0.00,52.31,6,6,0,2,,-162821000.00,-31.67,64.32,
SSNC,SS&C TECHNOLOGIES HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,11.79,1.10,7.92,11.08,1.16,7.32,1.11,0,1,0,0,0.68,1.05,15.76,27.37,6,6,0,5,5.00,6941800000.00,12.73,6.76,2.98
SRRK,SCHOLAR ROCK HOLDING CORPORATION,,Etats-Unis,NASDAQ,USD,-123.08,0.44,,-91.44,28.36,,,0,0,0,0,4.72,34.95,0.00,0.00,3,6,0,0,,245488000.00,,,1.65
SRPT,SAREPTA THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-53.47,0.91,-31.53,-39.97,54.21,-14.72,20.10,0,1,0,0,3.82,29.24,517.62,371.28,6,6,0,1,,1140622000.00,-32.45,32.97,2.94
TCPC,BLACKROCK TCP CAPITAL CORP.,,Etats-Unis,NASDAQ,USD,-12.86,1.73,,-5.36,9.53,,,,1,,0,,10.77,,176.64,0,6,,1,,598013197.00,,,2.76
IONS,"IONIS PHARMACEUTICALS, INC.",,Etats-Unis,NASDAQ,USD,-70.80,4.22,-19.41,-80.08,11.61,-22.77,3.80,0,0,0,0,5.05,15.62,0.00,0.00,6,6,0,0,,489089000.00,-40.41,9.46,7.20
SRAD,SPORTRADAR GROUP AG,,Etats-Unis,NASDAQ,USD,10.52,0.06,5.51,6.11,3.83,5.12,0.92,0,0,0,0,2.35,1.57,80.57,84.37,6,6,0,1,-2.40,978337000.00,7.78,21.24,2.94
ASO,"ACADEMY SPORTS AND OUTDOORS, INC.",,Etats-Unis,NASDAQ,USD,18.05,0.87,9.83,22.72,5.63,11.91,2.62,3,6,1,5,2.55,7.29,56.66,65.34,6,6,5,6,3.05,2171377000.00,6.22,-0.86,2.43
SNDX,SYNDAX PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-161.82,5.34,-85.01,-92.83,62.22,-88.62,5.11,0,0,0,0,27.29,75.08,950.05,2243.31,4,6,1,0,,64630000.00,-165.60,,8.20
SNDK,SANDISK CORPORATION,,Etats-Unis,NASDAQ,USD,91.64,0.01,91.36,22.49,60.02,30.14,53.15,3,3,1,1,11.12,19.00,124.76,208.02,6,6,3,3,-0.37,15736000000.00,56.46,74.32,1.43
ARVN,ARVINAS INC.,,Etats-Unis,NASDAQ,USD,-16.23,0.02,-32.68,-36.25,22.10,-48.58,16.29,0,0,0,0,19.51,18.93,0.00,0.00,6,6,0,0,,433800000.00,-30.77,82.90,1.65
GBDC,"GOLUB CAPITAL BDC, INC.",,Etats-Unis,NASDAQ,USD,9.42,1.23,,9.31,0.92,,,,1,,0,,4.17,,56.18,0,6,,2,,3982567000.00,92.35,19.74,2.25
TECH,BIO-TECHNE CORPORATION,,Etats-Unis,NASDAQ,USD,9.03,0.14,9.10,7.01,2.91,8.41,0.76,1,2,0,0,1.61,3.07,41.76,77.11,6,6,3,2,0.09,2108221000.00,14.97,2.39,1.23
SIRI,SIRIUS XM HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,7.11,0.84,5.87,3.40,18.99,6.83,1.91,3,1,2,1,6.26,28.73,76.46,184.75,6,6,3,1,5.04,11563000000.00,9.41,-2.23,2.36
ARWR,ARROWHEAD PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,8.67,0.73,6.96,-101.88,136.88,-52.04,58.11,0,0,0,0,36.33,126.22,0.00,0.00,6,6,0,0,-5.62,503416000.00,3.63,85.62,2.75
ARQT,ARCUTIS BIOTHERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-9.30,0.60,-11.06,-99.62,84.14,-60.52,46.08,0,0,0,0,24.17,52.03,0.00,0.00,4,6,0,0,,189479000.00,-4.29,151.18,2.29
ARHS,"ARHAUS, INC.",,Etats-Unis,NASDAQ,USD,17.65,1.39,8.95,27.75,15.46,13.76,7.38,4,5,4,4,14.46,48.86,81.36,91.56,6,6,5,5,3.68,418228000.00,4.88,3.49,3.33
SHOP,SHOPIFY INC.,,Etats-Unis,NASDAQ,USD,9.84,0.01,15.90,10.32,9.03,8.13,10.88,2,2,0,1,9.49,25.17,376.10,207.43,6,6,2,2,-2.96,13473000000.00,10.65,27.94,1.13
ISRG,"INTUITIVE SURGICAL, INC.",,Etats-Unis,NASDAQ,USD,16.69,0.00,21.38,15.71,0.93,20.42,1.18,6,4,3,0,3.26,3.23,22.39,26.76,6,6,6,6,-3.16,17941700000.00,28.58,18.86,1.14
TEAM,ATLASSIAN CORPORATION CLASS A,,Etats-Unis,NASDAQ,USD,-4.48,1.16,-2.63,-20.56,15.60,-9.68,6.11,1,0,0,0,13.57,95.84,253.47,0.00,6,6,1,0,-0.64,1058442000.00,-0.82,22.80,5.77
SMTC,SEMTECH CORPORATION,,Etats-Unis,NASDAQ,USD,-7.39,0.90,9.01,-210.58,247.81,2.34,7.84,1,1,0,0,7.62,292.33,137.79,2882.50,6,6,1,1,2.45,549718000.00,-3.85,9.94,2.57
SMCI,SUPER MICRO COMPUTER INC,,Etats-Unis,NASDAQ,USD,21.47,0.61,16.22,23.52,6.88,18.35,4.28,5,5,2,4,4.65,7.25,49.12,52.48,6,6,5,6,0.45,14479616000.00,5.71,61.43,2.07
DASH,"DOORDASH, INC.",,Etats-Unis,NASDAQ,USD,10.44,0.33,6.92,1.24,9.39,-2.92,9.18,0,0,0,0,7.49,8.61,0.00,0.00,6,6,0,1,-3.06,10046000000.00,6.79,26.04,1.96
SLM,SLM CORPORATION,,Etats-Unis,NASDAQ,USD,32.31,2.39,,31.55,1.25,,,,6,,6,,4.82,,50.86,0,6,,6,,2451358000.00,37.54,4.73,12.13
TEAD,TEADS B.V.,,Etats-Unis,NASDAQ,USD,-316.46,6.85,-2.70,-92.36,195.09,13.24,31.41,2,2,2,2,16.32,232.80,114.18,898.74,4,4,2,2,,95437000.00,-39.76,55.15,13.91
SLDP,"SOLID POWER, INC.",,Etats-Unis,NASDAQ,USD,-22.60,0.02,-32.21,-18.70,5.53,-28.95,2.96,0,0,0,0,42.39,204.72,0.00,451.48,6,6,0,0,,416174000.00,-521.46,1.43,1.09
SLDE,"SLIDE INSURANCE HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,57.42,0.04,28.85,51.93,7.77,21.72,10.09,2,2,1,2,7.14,5.49,0.00,0.00,2,2,2,2,-2.03,1113241000.00,38.41,36.50,2.62
SLDB,SOLID BIOSCIENCES INC.,,Etats-Unis,NASDAQ,USD,-109.90,0.12,,-87.09,27.33,,,0,0,0,0,3.72,33.72,0.00,0.00,2,6,0,0,,180010000.00,,,1.29
SLAB,SILICON LABORATORIES INC.,,Etats-Unis,NASDAQ,USD,-5.97,0.02,-8.63,-8.43,7.34,-9.39,6.38,0,1,0,1,6.46,9.71,359.58,113.45,6,6,0,1,,1094418000.00,-8.27,0.16,1.16
SHOO,STEVEN MADDEN LTD.,,Etats-Unis,NASDAQ,USD,5.51,0.54,4.66,15.50,8.65,15.90,9.77,4,4,4,4,13.50,15.75,84.38,78.89,6,6,4,4,4.59,903982000.00,1.93,13.09,2.12
SSRM,SSR MINING INC.,,Etats-Unis,NASDAQ,USD,8.77,0.09,7.64,-0.88,8.83,3.03,5.56,1,0,0,0,4.79,8.75,125.80,179.31,6,6,1,1,-0.42,4314254000.00,22.24,6.87,1.41
SSYS,STRATASYS LTD.,,Etats-Unis,NASDAQ,USD,-12.75,0.03,-7.69,-13.48,0.80,-8.16,0.41,0,0,0,0,1.11,26.23,0.00,0.00,6,6,0,0,,842900000.00,-18.92,-6.29,1.27
CSX,CSX CORPORATION,,Etats-Unis,NASDAQ,USD,22.51,1.47,8.93,26.90,3.91,10.06,1.02,1,6,0,6,1.22,5.34,26.01,29.41,6,6,4,6,3.96,13160000000.00,20.50,-1.95,3.32
CTAS,CINTAS CORPORATION,,Etats-Unis,NASDAQ,USD,40.71,0.53,24.53,39.80,1.22,23.37,1.38,6,6,3,6,2.57,4.81,0.00,0.00,6,6,6,6,0.92,5139887000.00,17.75,8.34,2.05
WMT,WALMART INC.,,Etats-Unis,NASDAQ,USD,21.85,0.63,12.30,20.63,1.74,12.51,0.48,4,6,0,2,2.64,2.79,30.22,18.01,6,6,4,6,1.89,106180000000.00,3.12,4.90,2.68
CTKB,"CYTEK BIOSCIENCES, INC.",,Etats-Unis,NASDAQ,USD,-18.05,0.07,-15.34,-7.52,9.15,-12.36,2.61,0,0,0,0,6.40,69.23,248.07,1264.52,6,6,1,0,,341739000.00,-33.02,2.17,1.35
INIO,INNIO N.V.,,Etats-Unis,NASDAQ,USD,28.62,11.96,9.61,20.34,11.71,9.63,0.03,0,2,0,1,0.02,8.28,0.41,0.00,2,2,0,2,5.88,228100000.00,5.38,22.12,21.49
AUR,"AURORA INNOVATION, INC.",,Etats-Unis,NASDAQ,USD,-40.65,0.04,-62.98,-40.55,1.74,-62.98,,0,1,0,1,15.26,15.56,0.00,186.70,3,6,0,1,,2140000000.00,-27200.00,,1.09
CTMX,CYTOMX THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-35.25,0.04,-55.47,-55.82,69.28,-4.78,64.04,1,3,1,3,21.03,180.54,182.56,104.73,6,6,1,3,,99008000.00,-22.79,-13.23,1.53
ATRO,ASTRONICS CORPORATION,,Etats-Unis,NASDAQ,USD,14.82,2.70,12.17,-0.80,13.70,5.04,6.66,1,1,0,0,2.83,18.96,0.00,0.00,6,6,1,1,4.71,140074000.00,3.41,11.84,5.05
CTNM,"CONTINEUM THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-26.13,0.03,,-39.76,21.84,22.48,,1,2,1,2,,27.49,,258.76,1,5,1,2,,260989000.00,,,1.06
VECO,VEECO INSTRUMENTS INC.,,Etats-Unis,NASDAQ,USD,4.27,0.30,3.45,3.21,7.60,6.16,2.48,0,1,0,1,3.03,7.19,59.84,114.78,6,6,0,2,-2.87,885509000.00,5.33,-0.16,1.50
AUGO,AURA MINERALS INC.,,Etats-Unis,NASDAQ,USD,-32.47,1.64,52.16,-23.02,13.36,39.72,17.59,2,0,2,0,12.43,9.45,0.00,0.00,2,2,2,0,-0.30,265737000.00,-8.61,55.13,6.05
CSWC,CAPITAL SOUTHWEST CORPORATION,,Etats-Unis,NASDAQ,USD,11.93,1.12,,10.98,2.06,,,,2,,0,,3.41,,56.77,0,6,,4,,1010992000.00,74.66,17.80,2.15
GERN,GERON CORPORATION,,Etats-Unis,NASDAQ,USD,-32.99,0.54,-21.63,-70.46,39.83,-75.38,57.20,0,0,0,0,48.52,48.01,0.00,0.00,6,6,0,0,,225872000.00,-45.41,2685.44,2.53
CRNX,CRINETICS PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-40.17,0.05,-70.22,-40.78,9.09,-68.26,9.74,0,0,0,0,7.36,5.74,0.00,0.00,5,6,0,0,,992083000.00,-6046.22,38.48,1.14
CROX,"CROCS, INC.",,Etats-Unis,NASDAQ,USD,-5.19,1.25,15.25,40.78,40.26,19.03,3.76,6,5,4,5,4.93,58.12,72.92,101.09,6,6,6,5,1.67,1293283000.00,-2.01,0.98,3.23
WLTW,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,,Etats-Unis,NASDAQ,USD,333.23,2.22,52.39,-131.61,444.85,45.14,11.29,4,1,4,1,10.12,298.61,36.86,0.00,4,4,4,1,-4.65,2459000000.00,46.92,-0.23,8.64
CRSR,CORSAIR GAMING INC.,,Etats-Unis,NASDAQ,USD,-2.37,0.30,0.05,-5.07,6.70,-1.90,3.62,2,2,1,2,4.88,7.94,126.91,153.81,6,6,2,2,-1.85,645754000.00,-1.02,0.43,1.94
CRUS,"CIRRUS LOGIC, INC.",,Etats-Unis,NASDAQ,USD,20.33,0.06,23.01,17.91,2.28,19.00,3.54,6,5,3,2,3.26,3.47,48.07,50.32,6,6,6,6,-1.64,2127996000.00,20.75,5.67,1.17
AVAH,AVEANNA HEALTHCARE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,615.68,7.76,13.32,276.29,309.78,8.95,3.81,1,2,0,2,2.37,117.85,65.11,95.71,6,6,1,2,5.08,195191000.00,9.25,13.31,10.31
AVAV,AEROVIRONMENT INC.,,Etats-Unis,NASDAQ,USD,-10.03,0.19,-1.86,1.25,9.94,4.12,5.37,0,0,0,0,4.06,19.67,146.61,897.90,6,6,0,0,,4400400000.00,-13.41,66.08,1.30
CRWD,"CROWDSTRIKE HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,-4.14,0.18,-12.03,0.00,4.47,-9.14,2.79,0,0,0,0,2.84,10.77,0.00,187.34,6,6,0,0,,4472605000.00,-3.35,25.49,2.48
CRWV,"COREWEAVE, INC.",,Etats-Unis,NASDAQ,USD,-79.89,8.94,-0.13,63.53,129.24,0.75,1.65,0,2,0,2,0.14,179.41,104.89,146.73,3,3,0,2,,3335000000.00,-22.74,373.41,14.78
CSCO,"CISCO SYSTEMS, INC.",,Etats-Unis,NASDAQ,USD,27.32,0.59,15.62,24.12,2.81,14.58,1.77,6,6,3,6,3.92,3.30,48.56,26.44,6,6,6,6,0.85,50285000000.00,20.95,8.49,2.58
CSGP,"COSTAR GROUP, INC.",,Etats-Unis,NASDAQ,USD,0.09,0.14,-1.87,2.41,2.63,1.10,3.59,0,0,0,0,5.89,3.18,120.26,98.47,6,6,0,0,,8371000000.00,0.22,15.00,1.26
CSIQ,CANADIAN SOLAR INC.,,Etats-Unis,NASDAQ,USD,-4.37,1.80,-0.02,1.92,8.90,1.38,3.40,0,2,0,0,3.26,8.09,120.95,132.44,6,6,0,2,146.19,4269628000.00,-3.28,-14.27,3.55
WMG,WARNER MUSIC GROUP CORP.,,Etats-Unis,NASDAQ,USD,51.68,6.09,13.99,95.01,48.13,14.63,1.75,4,6,0,6,10.91,240.97,15.77,99.92,6,6,5,6,4.39,757000000.00,5.52,5.40,12.98
INDV,"INDIVIOR PHARMACEUTICALS, INC.",,Etats-Unis,NASDAQ,USD,-93.96,-3.55,112.26,-29.28,56.22,50.44,61.51,3,1,3,1,27.22,101.36,166.73,165.31,6,6,3,1,0.59,-99000000.00,16.95,6.47,
INSM,INSMED INC.,,Etats-Unis,NASDAQ,USD,-249.28,0.79,-84.10,1430.56,2204.26,-82.04,2.60,0,2,0,2,12.16,88.62,0.00,106.35,6,6,0,2,,738976000.00,-210.54,40.96,3.06
VCTR,"VICTORY CAPITAL HOLDINGS, INC. CLASS A",,Etats-Unis,NASDAQ,USD,18.61,0.40,12.79,21.77,4.23,12.93,1.59,5,6,0,5,1.51,6.35,32.70,45.26,6,6,6,6,1.45,2424729000.00,25.27,26.13,1.75
INTR,"INTER & CO, INC.",,Etats-Unis,NASDAQ,USD,14.36,1.45,,10.28,4.93,,,,1,,0,,3.02,,201.09,0,6,,2,,10392962000.00,16.63,32.95,9.49
STLD,STEEL DYNAMICS INC.,,Etats-Unis,NASDAQ,USD,13.28,0.47,9.50,19.95,8.22,15.83,7.63,4,6,3,3,7.84,8.90,78.18,78.18,6,6,5,6,2.15,8930411000.00,6.53,-1.66,1.84
INTU,INTUIT INC.,,Etats-Unis,NASDAQ,USD,20.29,0.34,17.33,17.01,3.10,14.51,2.94,5,6,2,3,3.23,3.13,71.71,60.46,6,6,6,6,0.42,19710000000.00,20.55,14.48,1.88
STGW,STAGWELL INC.,,Etats-Unis,NASDAQ,USD,3.86,2.00,3.93,3.86,0.77,3.39,0.64,0,1,0,0,1.00,1.26,79.09,82.74,6,6,1,1,9.41,801335000.00,1.05,7.29,5.26
ASYS,AMTECH SYSTEMS INC.,,Etats-Unis,NASDAQ,USD,-44.68,0.37,-4.85,-22.70,19.12,-6.25,5.66,0,1,0,0,6.98,19.56,323.66,336.65,6,6,0,1,,53385000.00,-38.21,-16.31,1.74
CYTK,"CYTOKINETICS, INCORPORATED",,Etats-Unis,NASDAQ,USD,197.47,-1.95,-78.19,212.14,14.28,-86.35,7.45,0,3,0,3,19.12,377.94,0.00,12.62,6,6,0,3,,-659625000.00,-891.60,241.93,
CZR,"CAESARS ENTERTAINMENT, INC.",,Etats-Unis,NASDAQ,USD,-10.84,6.76,5.26,1.36,16.06,5.76,0.54,0,1,0,0,2.73,11.82,16.90,155.45,6,6,0,1,11.56,3686000000.00,-3.80,-0.18,8.58
ASTS,"AST SPACEMOBILE, INC.",,Etats-Unis,NASDAQ,USD,-30.12,0.94,-16.93,-75.68,44.60,-37.11,28.55,0,0,0,0,4.92,56.70,0.00,0.00,5,6,0,0,,2392325000.00,-650.06,,2.10
INVA,INNOVIVA INC.,,Etats-Unis,NASDAQ,USD,29.09,0.23,12.58,20.49,14.79,10.49,1.98,4,5,2,5,5.46,18.66,79.30,94.74,6,6,5,5,-1.82,1172841000.00,65.92,15.10,1.39
GDRX,"GOODRX HOLDINGS, INC. CLASS A COMMON STOCK",,Etats-Unis,NASDAQ,USD,4.54,0.88,5.64,1.88,2.84,1.16,5.87,0,0,0,0,17.32,22.60,505.93,0.00,6,6,0,0,3.21,616262000.00,3.82,3.06,2.28
STEP,STEPSTONE GROUP INC.,,Etats-Unis,NASDAQ,USD,-55.88,1.47,-25.20,-18.61,33.64,-8.89,16.26,2,2,2,2,25.67,35.24,147.92,217.17,5,6,2,2,,886026000.00,-37.28,67.38,7.63
SWKS,SKYWORKS SOLUTIONS INC.,,Etats-Unis,NASDAQ,USD,7.89,0.21,7.39,11.50,4.85,10.21,2.92,4,4,2,2,5.89,7.86,70.86,75.09,6,6,5,4,-0.33,5757100000.00,11.67,-7.46,1.38
INTA,"INTAPP, INC.",,Etats-Unis,NASDAQ,USD,-9.87,0.05,-13.75,-7.47,3.12,-10.64,2.87,0,1,0,1,12.37,42.92,0.00,123.62,6,6,0,1,,317603000.00,-7.15,15.85,2.37
INTC,INTEL CORPORATION,,Etats-Unis,NASDAQ,USD,0.02,0.37,-0.46,-5.43,10.82,-1.54,1.64,2,2,0,2,2.28,13.53,118.86,169.37,6,6,2,2,,126360000000.00,0.05,-1.28,1.67
ATEC,ALPHATEC HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,16449.57,47.97,-8.66,5027.80,9893.11,-18.98,10.12,0,1,0,1,7.34,386.61,0.00,0.00,6,6,0,1,,12426000.00,-18.76,25.88,63.67
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,,Etats-Unis,NASDAQ,USD,15.16,0.08,13.75,16.01,0.77,15.37,1.45,6,6,0,0,2.30,2.20,23.48,19.58,6,6,6,6,-0.23,15015000000.00,10.56,4.44,1.38
GEN,GEN DIGITAL INC.,,Etats-Unis,NASDAQ,USD,39.88,3.16,11.83,32.23,6.63,9.42,2.27,3,4,2,4,3.68,196.39,77.14,78.12,6,6,4,4,3.46,2611000000.00,19.46,14.53,5.97
